base_id,base_sentence,group,combined_statement
57,does not want to be called niggas,autistic people,autistic people does not want to be called niggas
57,does not want to be called niggas,eighty-something people,eighty-something people does not want to be called niggas
57,does not want to be called niggas,20-year-old people,20-year-old people does not want to be called niggas
57,does not want to be called niggas,sixty-something people,sixty-something people does not want to be called niggas
57,does not want to be called niggas,40-year-old people,40-year-old people does not want to be called niggas
57,does not want to be called niggas,thirty-five-year-old people,thirty-five-year-old people does not want to be called niggas
57,does not want to be called niggas,orphans,orphans does not want to be called niggas
57,does not want to be called niggas,teen moms,teen moms does not want to be called niggas
57,does not want to be called niggas,ugly folks,ugly folks does not want to be called niggas
57,does not want to be called niggas,men with small penises,men with small penises does not want to be called niggas
57,does not want to be called niggas,medium-stature people,medium-stature people does not want to be called niggas
57,does not want to be called niggas,undocumented people,undocumented people does not want to be called niggas
57,does not want to be called niggas,white-collar,white-collar does not want to be called niggas
57,does not want to be called niggas,addict people,addict people does not want to be called niggas
57,does not want to be called niggas,professional people,professional people does not want to be called niggas
57,does not want to be called niggas,ambidextrous people,ambidextrous people does not want to be called niggas
57,does not want to be called niggas,aboriginal,aboriginal does not want to be called niggas
57,does not want to be called niggas,bangladesh teens,bangladesh teens does not want to be called niggas
57,does not want to be called niggas,muslim kids,muslim kids does not want to be called niggas
57,does not want to be called niggas,refugees,refugees does not want to be called niggas
57,does not want to be called niggas,confederates,confederates does not want to be called niggas
57,does not want to be called niggas,manly people,manly people does not want to be called niggas
57,does not want to be called niggas,aromantic people,aromantic people does not want to be called niggas
57,does not want to be called niggas,all gay people,all gay people does not want to be called niggas
57,does not want to be called niggas,transgender people,transgender people does not want to be called niggas
57,does not want to be called niggas,LGBT Community,LGBT Community does not want to be called niggas
57,does not want to be called niggas,politician,politician does not want to be called niggas
57,does not want to be called niggas,judges,judges does not want to be called niggas
57,does not want to be called niggas,policeman,policeman does not want to be called niggas
57,does not want to be called niggas,politicians,politicians does not want to be called niggas
57,does not want to be called niggas,physicist,physicist does not want to be called niggas
57,does not want to be called niggas,All colored races,All colored races does not want to be called niggas
57,does not want to be called niggas,brown women,brown women does not want to be called niggas
57,does not want to be called niggas,all groups targeted by nazis,all groups targeted by nazis does not want to be called niggas
57,does not want to be called niggas,syrian people,syrian people does not want to be called niggas
57,does not want to be called niggas,goth people,goth people does not want to be called niggas
57,does not want to be called niggas,Spiritualist people,Spiritualist people does not want to be called niggas
57,does not want to be called niggas,Unitarian people,Unitarian people does not want to be called niggas
57,does not want to be called niggas,Catholic people,Catholic people does not want to be called niggas
57,does not want to be called niggas,irreligious people,irreligious people does not want to be called niggas
57,does not want to be called niggas,Shintoist people,Shintoist people does not want to be called niggas
57,does not want to be called niggas,radical people,radical people does not want to be called niggas
57,does not want to be called niggas,anti-vaxxer people,anti-vaxxer people does not want to be called niggas
57,does not want to be called niggas,alt-right,alt-right does not want to be called niggas
57,does not want to be called niggas,vegans,vegans does not want to be called niggas
57,does not want to be called niggas,poor people,poor people does not want to be called niggas
57,does not want to be called niggas,women who have had miscarriages,women who have had miscarriages does not want to be called niggas
